date,market,crop,price_per_kg
2024-08-23,ibadan,rice,480.11
2024-08-24,ibadan,rice,463.15
2024-08-25,ibadan,rice,458.81
2024-08-26,ibadan,rice,476.76
2024-08-27,ibadan,rice,446.6
2024-08-28,ibadan,rice,440.5
2024-08-29,ibadan,rice,465.37
2024-08-30,ibadan,rice,459.97
2024-08-31,ibadan,rice,473.51
2024-09-01,ibadan,rice,481.25
2024-09-02,ibadan,rice,473.36
2024-09-03,ibadan,rice,480.25
2024-09-04,ibadan,rice,470.46
2024-09-05,ibadan,rice,472.98
2024-09-06,ibadan,rice,464.32
2024-09-07,ibadan,rice,472.65
2024-09-08,ibadan,rice,468.43
2024-09-09,ibadan,rice,470.71
2024-09-10,ibadan,rice,463.72
2024-09-11,ibadan,rice,477.64
2024-09-12,ibadan,rice,455.99
2024-09-13,ibadan,rice,465.86
2024-09-14,ibadan,rice,484.81
2024-09-15,ibadan,rice,452.58
2024-09-16,ibadan,rice,435.27
2024-09-17,ibadan,rice,471.29
2024-09-18,ibadan,rice,462.37
2024-09-19,ibadan,rice,480.41
2024-09-20,ibadan,rice,464.1
2024-09-21,ibadan,rice,457.29
2024-09-22,ibadan,rice,464.77
2024-09-23,ibadan,rice,481.37
2024-09-24,ibadan,rice,473.93
2024-09-25,ibadan,rice,430.96
2024-09-26,ibadan,rice,468.22
2024-09-27,ibadan,rice,468.85
2024-09-28,ibadan,rice,465.14
2024-09-29,ibadan,rice,456.6
2024-09-30,ibadan,rice,482.23
2024-10-01,ibadan,rice,482.83
2024-10-02,ibadan,rice,433.57
2024-10-03,ibadan,rice,453.48
2024-10-04,ibadan,rice,462.67
2024-10-05,ibadan,rice,478.12
2024-10-06,ibadan,rice,464.96
2024-10-07,ibadan,rice,454.58
2024-10-08,ibadan,rice,474.29
2024-10-09,ibadan,rice,461.01
2024-10-10,ibadan,rice,462.19
2024-10-11,ibadan,rice,463.31
2024-10-12,ibadan,rice,471.71
2024-10-13,ibadan,rice,458.95
2024-10-14,ibadan,rice,472.96
2024-10-15,ibadan,rice,461.94
2024-10-16,ibadan,rice,447.58
2024-10-17,ibadan,rice,462.07
2024-10-18,ibadan,rice,447.92
2024-10-19,ibadan,rice,462.76
2024-10-20,ibadan,rice,473.79
2024-10-21,ibadan,rice,446.45
2024-10-22,ibadan,rice,466.72
2024-10-23,ibadan,rice,449.48
2024-10-24,ibadan,rice,463.94
2024-10-25,ibadan,rice,473.09
2024-10-26,ibadan,rice,430.23
2024-10-27,ibadan,rice,444.45
2024-10-28,ibadan,rice,454.83
2024-10-29,ibadan,rice,464.32
2024-10-30,ibadan,rice,457.2
2024-10-31,ibadan,rice,458.65
2024-11-01,ibadan,rice,488.15
2024-11-02,ibadan,rice,441.47
2024-11-03,ibadan,rice,474.66
2024-11-04,ibadan,rice,453.2
2024-11-05,ibadan,rice,465.74
2024-11-06,ibadan,rice,487.96
2024-11-07,ibadan,rice,467.13
2024-11-08,ibadan,rice,462.33
2024-11-09,ibadan,rice,479.51
2024-11-10,ibadan,rice,472.44
2024-11-11,ibadan,rice,444.7
2024-11-12,ibadan,rice,459.98
2024-11-13,ibadan,rice,430.98
2024-11-14,ibadan,rice,447.43
2024-11-15,ibadan,rice,459.28
2024-11-16,ibadan,rice,445.89
2024-11-17,ibadan,rice,458.04
2024-11-18,ibadan,rice,453.62
2024-11-19,ibadan,rice,461.11
2024-11-20,ibadan,rice,447.07
2024-11-21,ibadan,rice,439.37
2024-11-22,ibadan,rice,473.49
2024-11-23,ibadan,rice,445.01
2024-11-24,ibadan,rice,461.12
2024-11-25,ibadan,rice,471.81
2024-11-26,ibadan,rice,453.31
2024-11-27,ibadan,rice,438.42
2024-11-28,ibadan,rice,447.72
2024-11-29,ibadan,rice,464.4
2024-11-30,ibadan,rice,452.46
2024-12-01,ibadan,rice,431.97
2024-12-02,ibadan,rice,457.27
2024-12-03,ibadan,rice,459.36
2024-12-04,ibadan,rice,442.94
2024-12-05,ibadan,rice,456.32
2024-12-06,ibadan,rice,450.73
2024-12-07,ibadan,rice,444.03
2024-12-08,ibadan,rice,428.02
2024-12-09,ibadan,rice,461.43
2024-12-10,ibadan,rice,456.49
2024-12-11,ibadan,rice,453.6
2024-12-12,ibadan,rice,466.89
2024-12-13,ibadan,rice,457.95
2024-12-14,ibadan,rice,453.86
2024-12-15,ibadan,rice,412.13
2024-12-16,ibadan,rice,460.33
2024-12-17,ibadan,rice,444.05
2024-12-18,ibadan,rice,446.92
2024-12-19,ibadan,rice,446.61
2024-12-20,ibadan,rice,452.68
2024-12-21,ibadan,rice,457.24
2024-12-22,ibadan,rice,449.87
2024-12-23,ibadan,rice,447.2
2024-12-24,ibadan,rice,443.31
2024-12-25,ibadan,rice,391.83
2024-12-26,ibadan,rice,435.09
2024-12-27,ibadan,rice,425.36
2024-12-28,ibadan,rice,455.63
2024-12-29,ibadan,rice,446.78
2024-12-30,ibadan,rice,431.01
2024-12-31,ibadan,rice,432.03
2023-01-01,abuja,rice,394.11
2023-01-02,abuja,rice,372.71
2023-01-03,abuja,rice,372.4
2023-01-04,abuja,rice,416.7
2023-01-05,abuja,rice,382.72
2023-01-06,abuja,rice,379.78
2023-01-07,abuja,rice,427.95
2023-01-08,abuja,rice,409.23
2023-01-09,abuja,rice,386.66
2023-01-10,abuja,rice,399.14
2023-01-11,abuja,rice,425.05
2023-01-12,abuja,rice,407.25
2023-01-13,abuja,rice,416.54
2023-01-14,abuja,rice,410.06
2023-01-15,abuja,rice,412.48
2023-01-16,abuja,rice,400.01
2023-01-17,abuja,rice,400.17
2023-01-18,abuja,rice,404.49
2023-01-19,abuja,rice,411.91
2023-01-20,abuja,rice,397.56
2023-01-21,abuja,rice,404.07
2023-01-22,abuja,rice,398.3
2023-01-23,abuja,rice,405.11
2023-01-24,abuja,rice,385.65
2023-01-25,abuja,rice,442.72
2023-01-26,abuja,rice,394.36
2023-01-27,abuja,rice,400.36
2023-01-28,abuja,rice,394.21
2023-01-29,abuja,rice,415.79
2023-01-30,abuja,rice,404.45
2023-01-31,abuja,rice,393.75
2023-02-01,abuja,rice,418.04
2023-02-02,abuja,rice,420.56
2023-02-03,abuja,rice,408.52
2023-02-04,abuja,rice,400.31
2023-02-05,abuja,rice,442.67
2023-02-06,abuja,rice,416.09
2023-02-07,abuja,rice,392.97
2023-02-08,abuja,rice,432.88
2023-02-09,abuja,rice,400.15
2023-02-10,abuja,rice,453.38
2023-02-11,abuja,rice,414.89
2023-02-12,abuja,rice,429.08
2023-02-13,abuja,rice,384.27
2023-02-14,abuja,rice,396.44
2023-02-15,abuja,rice,435.3
2023-02-16,abuja,rice,420.91
2023-02-17,abuja,rice,446.68
2023-02-18,abuja,rice,424.36
2023-02-19,abuja,rice,419.87
2023-02-20,abuja,rice,443.33
2023-02-21,abuja,rice,433.5
2023-02-22,abuja,rice,416.31
2023-02-23,abuja,rice,403.62
2023-02-24,abuja,rice,385.38
2023-02-25,abuja,rice,414.18
2023-02-26,abuja,rice,403.67
2023-02-27,abuja,rice,459.56
2023-02-28,abuja,rice,412.43
2023-03-01,abuja,rice,412.47
2023-03-02,abuja,rice,400.56
2023-03-03,abuja,rice,419.38
2023-03-04,abuja,rice,413.98
2023-03-05,abuja,rice,449.61
2023-03-06,abuja,rice,427.04
2023-03-07,abuja,rice,424.86
2023-03-08,abuja,rice,423.43
2023-03-09,abuja,rice,437.34
2023-03-10,abuja,rice,419.6
2023-03-11,abuja,rice,436.4
2023-03-12,abuja,rice,450.66
2023-03-13,abuja,rice,434.15
2023-03-14,abuja,rice,424.13
2023-03-15,abuja,rice,414.2
2023-03-16,abuja,rice,424.51
2023-03-17,abuja,rice,437.16
2023-03-18,abuja,rice,406.82
2023-03-19,abuja,rice,441.82
2023-03-20,abuja,rice,433.03
2023-03-21,abuja,rice,428.15
2023-03-22,abuja,rice,421.02
2023-03-23,abuja,rice,424.03
2023-03-24,abuja,rice,440.09
2023-03-25,abuja,rice,429.79
2023-03-26,abuja,rice,424.64
2023-03-27,abuja,rice,439.16
2023-03-28,abuja,rice,440.05
2023-03-29,abuja,rice,414.61
2023-03-30,abuja,rice,441.58
2023-03-31,abuja,rice,470.15
2023-04-01,abuja,rice,440.66
2023-04-02,abuja,rice,409.16
2023-04-03,abuja,rice,436.93
2023-04-04,abuja,rice,407.77
2023-04-05,abuja,rice,481.26
2023-04-06,abuja,rice,467.86
2023-04-07,abuja,rice,425.6
2023-04-08,abuja,rice,402.69
2023-04-09,abuja,rice,422.96
2023-04-10,abuja,rice,433.41
2023-04-11,abuja,rice,410.47
2023-04-12,abuja,rice,435.49
2023-04-13,abuja,rice,433.96
2023-04-14,abuja,rice,438.75
2023-04-15,abuja,rice,440.47
2023-04-16,abuja,rice,423.15
2023-04-17,abuja,rice,424.98
2023-04-18,abuja,rice,438.33
2023-04-19,abuja,rice,428.59
2023-04-20,abuja,rice,451.3
2023-04-21,abuja,rice,438.69
2023-04-22,abuja,rice,465.64
2023-04-23,abuja,rice,450.48
2023-04-24,abuja,rice,454.77
2023-04-25,abuja,rice,440.68
2023-04-26,abuja,rice,441.17
2023-04-27,abuja,rice,464.35
2023-04-28,abuja,rice,433.55
2023-04-29,abuja,rice,447.21
2023-04-30,abuja,rice,435.4
2023-05-01,abuja,rice,435.46
2023-05-02,abuja,rice,422.36
2023-05-03,abuja,rice,428.69
2023-05-04,abuja,rice,426.04
2023-05-05,abuja,rice,448.42
2023-05-06,abuja,rice,455.01
2023-05-07,abuja,rice,438.44
2023-05-08,abuja,rice,443.24
2023-05-09,abuja,rice,437.68
2023-05-10,abuja,rice,428.07
2023-05-11,abuja,rice,452.62
2023-05-12,abuja,rice,449.57
2023-05-13,abuja,rice,412.29
2023-05-14,abuja,rice,435.88
2023-05-15,abuja,rice,427.11
2023-05-16,abuja,rice,434.31
2023-05-17,abuja,rice,430.2
2023-05-18,abuja,rice,439.33
2023-05-19,abuja,rice,435.15
2023-05-20,abuja,rice,434.81
2023-05-21,abuja,rice,456.15
2023-05-22,abuja,rice,448.04
2023-05-23,abuja,rice,429.52
2023-05-24,abuja,rice,431.64
2023-05-25,abuja,rice,446.93
2023-05-26,abuja,rice,446.84
2023-05-27,abuja,rice,430.74
2023-05-28,abuja,rice,436.07
2023-05-29,abuja,rice,466.48
2023-05-30,abuja,rice,430.73
2023-05-31,abuja,rice,467.23
2023-06-01,abuja,rice,455.3
2023-06-02,abuja,rice,464.3
2023-06-03,abuja,rice,429.69
2023-06-04,abuja,rice,436.31
2023-06-05,abuja,rice,432.07
2023-06-06,abuja,rice,455.03
2023-06-07,abuja,rice,430.06
2023-06-08,abuja,rice,448.95
2023-06-09,abuja,rice,448.02
2023-06-10,abuja,rice,437.23
2023-06-11,abuja,rice,456.79
2023-06-12,abuja,rice,439.18
2023-06-13,abuja,rice,449.65
2023-06-14,abuja,rice,430.0
2023-06-15,abuja,rice,426.46
2023-06-16,abuja,rice,447.58
2023-06-17,abuja,rice,442.99
2023-06-18,abuja,rice,440.04
2023-06-19,abuja,rice,431.23
2023-06-20,abuja,rice,458.76
2023-06-21,abuja,rice,419.48
2023-06-22,abuja,rice,418.46
2023-06-23,abuja,rice,449.19
2023-06-24,abuja,rice,447.76
2023-06-25,abuja,rice,440.1
2023-06-26,abuja,rice,430.46
2023-06-27,abuja,rice,441.79
2023-06-28,abuja,rice,459.39
2023-06-29,abuja,rice,470.78
2023-06-30,abuja,rice,409.39
2023-07-01,abuja,rice,427.25
2023-07-02,abuja,rice,426.06
2023-07-03,abuja,rice,456.67
2023-07-04,abuja,rice,396.21
2023-07-05,abuja,rice,439.8
2023-07-06,abuja,rice,428.22
2023-07-07,abuja,rice,455.69
2023-07-08,abuja,rice,453.38
2023-07-09,abuja,rice,436.44
2023-07-10,abuja,rice,407.64
2023-07-11,abuja,rice,422.06
2023-07-12,abuja,rice,423.35
2023-07-13,abuja,rice,410.4
2023-07-14,abuja,rice,446.43
2023-07-15,abuja,rice,407.89
2023-07-16,abuja,rice,457.65
2023-07-17,abuja,rice,457.28
2023-07-18,abuja,rice,422.54
2023-07-19,abuja,rice,432.65
2023-07-20,abuja,rice,426.44
2023-07-21,abuja,rice,440.36
2023-07-22,abuja,rice,445.47
2023-07-23,abuja,rice,430.22
2023-07-24,abuja,rice,432.95
2023-07-25,abuja,rice,416.62
2023-07-26,abuja,rice,431.75
2023-07-27,abuja,rice,427.37
2023-07-28,abuja,rice,411.25
2023-07-29,abuja,rice,424.03
2023-07-30,abuja,rice,418.25
2023-07-31,abuja,rice,414.55
2023-08-01,abuja,rice,406.3
2023-08-02,abuja,rice,423.63
2023-08-03,abuja,rice,410.89
2023-08-04,abuja,rice,415.04
2023-08-05,abuja,rice,437.3
2023-08-06,abuja,rice,430.41
2023-08-07,abuja,rice,406.42
2023-08-08,abuja,rice,425.51
2023-08-09,abuja,rice,421.9
2023-08-10,abuja,rice,444.49
2023-08-11,abuja,rice,439.42
2023-08-12,abuja,rice,396.27
2023-08-13,abuja,rice,430.95
2023-08-14,abuja,rice,436.46
2023-08-15,abuja,rice,425.71
2023-08-16,abuja,rice,412.19
2023-08-17,abuja,rice,452.05
2023-08-18,abuja,rice,425.82
2023-08-19,abuja,rice,444.82
2023-08-20,abuja,rice,435.24
2023-08-21,abuja,rice,421.82
2023-08-22,abuja,rice,406.11
2023-08-23,abuja,rice,413.83
2023-08-24,abuja,rice,410.51
2023-08-25,abuja,rice,395.55
2023-08-26,abuja,rice,422.45
2023-08-27,abuja,rice,435.46
2023-08-28,abuja,rice,407.7
2023-08-29,abuja,rice,443.35
2023-08-30,abuja,rice,388.41
2023-08-31,abuja,rice,426.25
2023-09-01,abuja,rice,434.87
2023-09-02,abuja,rice,406.97
2023-09-03,abuja,rice,406.8
2023-09-04,abuja,rice,424.38
2023-09-05,abuja,rice,416.1
2023-09-06,abuja,rice,378.99
2023-09-07,abuja,rice,395.48
2023-09-08,abuja,rice,407.22
2023-09-09,abuja,rice,386.92
2023-09-10,abuja,rice,399.62
2023-09-11,abuja,rice,386.45
2023-09-12,abuja,rice,400.31
2023-09-13,abuja,rice,400.38
2023-09-14,abuja,rice,410.05
2023-09-15,abuja,rice,403.13
2023-09-16,abuja,rice,411.43
2023-09-17,abuja,rice,409.27
2023-09-18,abuja,rice,418.34
2023-09-19,abuja,rice,415.62
2023-09-20,abuja,rice,413.67
2023-09-21,abuja,rice,447.49
2023-09-22,abuja,rice,406.69
2023-09-23,abuja,rice,439.19
2023-09-24,abuja,rice,406.83
2023-09-25,abuja,rice,399.17
2023-09-26,abuja,rice,394.52
2023-09-27,abuja,rice,421.71
2023-09-28,abuja,rice,423.23
2023-09-29,abuja,rice,407.59
2023-09-30,abuja,rice,415.01
2023-10-01,abuja,rice,379.3
2023-10-02,abuja,rice,374.94
2023-10-03,abuja,rice,415.51
2023-10-04,abuja,rice,395.01
2023-10-05,abuja,rice,407.47
2023-10-06,abuja,rice,385.6
2023-10-07,abuja,rice,420.02
2023-10-08,abuja,rice,372.8
2023-10-09,abuja,rice,374.7
2023-10-10,abuja,rice,415.8
2023-10-11,abuja,rice,356.04
2023-10-12,abuja,rice,399.47
2023-10-13,abuja,rice,391.99
2023-10-14,abuja,rice,382.43
2023-10-15,abuja,rice,389.94
2023-10-16,abuja,rice,380.1
2023-10-17,abuja,rice,414.78
2023-10-18,abuja,rice,418.28
2023-10-19,abuja,rice,381.46
2023-10-20,abuja,rice,395.22
2023-10-21,abuja,rice,371.44
2023-10-22,abuja,rice,406.25
2023-10-23,abuja,rice,405.55
2023-10-24,abuja,rice,385.57
2023-10-25,abuja,rice,389.84
2023-10-26,abuja,rice,387.91
2023-10-27,abuja,rice,365.27
2023-10-28,abuja,rice,411.34
2023-10-29,abuja,rice,377.16
2023-10-30,abuja,rice,376.97
2023-10-31,abuja,rice,385.62
2023-11-01,abuja,rice,402.13
2023-11-02,abuja,rice,378.6
2023-11-03,abuja,rice,358.39
2023-11-04,abuja,rice,373.73
2023-11-05,abuja,rice,392.68
2023-11-06,abuja,rice,418.3
2023-11-07,abuja,rice,367.5
2023-11-08,abuja,rice,366.72
2023-11-09,abuja,rice,363.31
2023-11-10,abuja,rice,361.26
2023-11-11,abuja,rice,402.67
2023-11-12,abuja,rice,406.68
2023-11-13,abuja,rice,387.17
2023-11-14,abuja,rice,377.49
2023-11-15,abuja,rice,410.38
2023-11-16,abuja,rice,386.48
2023-11-17,abuja,rice,399.69
2023-11-18,abuja,rice,375.97
2023-11-19,abuja,rice,384.0
2023-11-20,abuja,rice,365.04
2023-11-21,abuja,rice,392.21
2023-11-22,abuja,rice,385.62
2023-11-23,abuja,rice,369.55
2023-11-24,abuja,rice,369.58
2023-11-25,abuja,rice,406.01
2023-11-26,abuja,rice,411.08
2023-11-27,abuja,rice,378.92
2023-11-28,abuja,rice,382.9
2023-11-29,abuja,rice,387.64
2023-11-30,abuja,rice,383.82
2023-12-01,abuja,rice,357.0
2023-12-02,abuja,rice,387.69
2023-12-03,abuja,rice,350.72
2023-12-04,abuja,rice,370.48
2023-12-05,abuja,rice,388.52
2023-12-06,abuja,rice,389.82
2023-12-07,abuja,rice,369.08
2023-12-08,abuja,rice,374.15
2023-12-09,abuja,rice,372.1
2023-12-10,abuja,rice,379.23
2023-12-11,abuja,rice,380.28
2023-12-12,abuja,rice,390.42
2023-12-13,abuja,rice,373.01
2023-12-14,abuja,rice,386.01
2023-12-15,abuja,rice,387.94
2023-12-16,abuja,rice,383.39
2023-12-17,abuja,rice,376.66
2023-12-18,abuja,rice,383.09
2023-12-19,abuja,rice,391.45
2023-12-20,abuja,rice,392.73
2023-12-21,abuja,rice,407.04
2023-12-22,abuja,rice,365.95
2023-12-23,abuja,rice,374.03
2023-12-24,abuja,rice,356.86
2023-12-25,abuja,rice,394.17
2023-12-26,abuja,rice,375.67
2023-12-27,abuja,rice,383.64
2023-12-28,abuja,rice,371.81
2023-12-29,abuja,rice,375.94
2023-12-30,abuja,rice,398.71
2023-12-31,abuja,rice,391.03
2024-01-01,abuja,rice,379.3
2024-01-02,abuja,rice,392.27
2024-01-03,abuja,rice,392.68
2024-01-04,abuja,rice,375.47
2024-01-05,abuja,rice,359.78
2024-01-06,abuja,rice,368.24
2024-01-07,abuja,rice,361.89
2024-01-08,abuja,rice,398.72
2024-01-09,abuja,rice,401.39
2024-01-10,abuja,rice,405.16
2024-01-11,abuja,rice,352.47
2024-01-12,abuja,rice,397.91
2024-01-13,abuja,rice,414.78
2024-01-14,abuja,rice,398.82
2024-01-15,abuja,rice,351.18
2024-01-16,abuja,rice,408.78
2024-01-17,abuja,rice,383.66
2024-01-18,abuja,rice,379.83
2024-01-19,abuja,rice,390.04
2024-01-20,abuja,rice,368.26
2024-01-21,abuja,rice,383.88
2024-01-22,abuja,rice,407.79
2024-01-23,abuja,rice,393.39
2024-01-24,abuja,rice,385.35
2024-01-25,abuja,rice,386.04
2024-01-26,abuja,rice,367.65
2024-01-27,abuja,rice,383.01
2024-01-28,abuja,rice,361.51
2024-01-29,abuja,rice,400.69
2024-01-30,abuja,rice,353.95
2024-01-31,abuja,rice,398.76
2024-02-01,abuja,rice,400.86
2024-02-02,abuja,rice,406.11
2024-02-03,abuja,rice,388.35
2024-02-04,abuja,rice,400.8
2024-02-05,abuja,rice,385.33
2024-02-06,abuja,rice,370.58
2024-02-07,abuja,rice,410.71
2024-02-08,abuja,rice,387.17
2024-02-09,abuja,rice,368.26
2024-02-10,abuja,rice,382.4
2024-02-11,abuja,rice,383.31
2024-02-12,abuja,rice,396.68
2024-02-13,abuja,rice,424.64
2024-02-14,abuja,rice,398.26
2024-02-15,abuja,rice,393.99
2024-02-16,abuja,rice,427.3
2024-02-17,abuja,rice,406.03
2024-02-18,abuja,rice,395.78
2024-02-19,abuja,rice,385.41
2024-02-20,abuja,rice,397.44
2024-02-21,abuja,rice,392.22
2024-02-22,abuja,rice,394.93
2024-02-23,abuja,rice,413.24
2024-02-24,abuja,rice,386.47
2024-02-25,abuja,rice,402.32
2024-02-26,abuja,rice,409.11
2024-02-27,abuja,rice,385.92
2024-02-28,abuja,rice,383.99
2024-02-29,abuja,rice,394.27
2024-03-01,abuja,rice,390.14
2024-03-02,abuja,rice,414.22
2024-03-03,abuja,rice,383.1
2024-03-04,abuja,rice,399.22
2024-03-05,abuja,rice,435.97
2024-03-06,abuja,rice,405.17
2024-03-07,abuja,rice,408.07
2024-03-08,abuja,rice,417.05
2024-03-09,abuja,rice,393.73
2024-03-10,abuja,rice,385.13
2024-03-11,abuja,rice,404.04
2024-03-12,abuja,rice,405.82
2024-03-13,abuja,rice,378.71
2024-03-14,abuja,rice,408.4
2024-03-15,abuja,rice,419.07
2024-03-16,abuja,rice,390.51
2024-03-17,abuja,rice,410.76
2024-03-18,abuja,rice,417.96
2024-03-19,abuja,rice,413.98
2024-03-20,abuja,rice,415.87
2024-03-21,abuja,rice,402.82
2024-03-22,abuja,rice,390.4
2024-03-23,abuja,rice,400.89
2024-03-24,abuja,rice,399.38
2024-03-25,abuja,rice,407.31
2024-03-26,abuja,rice,425.03
2024-03-27,abuja,rice,390.33
2024-03-28,abuja,rice,412.19
2024-03-29,abuja,rice,395.04
2024-03-30,abuja,rice,400.31
2024-03-31,abuja,rice,419.88
2024-04-01,abuja,rice,394.81
2024-04-02,abuja,rice,423.55
2024-04-03,abuja,rice,393.53
2024-04-04,abuja,rice,423.66
2024-04-05,abuja,rice,391.74
2024-04-06,abuja,rice,405.95
2024-04-07,abuja,rice,443.35
2024-04-08,abuja,rice,441.15
2024-04-09,abuja,rice,410.64
2024-04-10,abuja,rice,422.96
2024-04-11,abuja,rice,435.45
2024-04-12,abuja,rice,428.36
2024-04-13,abuja,rice,414.94
2024-04-14,abuja,rice,408.55
2024-04-15,abuja,rice,432.81
2024-04-16,abuja,rice,437.23
2024-04-17,abuja,rice,446.38
2024-04-18,abuja,rice,397.1
2024-04-19,abuja,rice,404.03
2024-04-20,abuja,rice,440.0
2024-04-21,abuja,rice,400.82
2024-04-22,abuja,rice,442.28
2024-04-23,abuja,rice,421.57
2024-04-24,abuja,rice,417.66
2024-04-25,abuja,rice,428.89
2024-04-26,abuja,rice,406.75
2024-04-27,abuja,rice,439.12
2024-04-28,abuja,rice,452.38
2024-04-29,abuja,rice,440.97
2024-04-30,abuja,rice,425.19
2024-05-01,abuja,rice,406.85
2024-05-02,abuja,rice,408.0
2024-05-03,abuja,rice,411.07
2024-05-04,abuja,rice,430.96
2024-05-05,abuja,rice,433.38
2024-05-06,abuja,rice,445.03
2024-05-07,abuja,rice,406.57
2024-05-08,abuja,rice,452.68
2024-05-09,abuja,rice,444.23
2024-05-10,abuja,rice,429.85
2024-05-11,abuja,rice,417.79
2024-05-12,abuja,rice,454.1
2024-05-13,abuja,rice,431.98
2024-05-14,abuja,rice,436.66
2024-05-15,abuja,rice,443.16
2024-05-16,abuja,rice,424.73
2024-05-17,abuja,rice,434.55
2024-05-18,abuja,rice,451.94
2024-05-19,abuja,rice,451.03
2024-05-20,abuja,rice,451.73
2024-05-21,abuja,rice,424.05
2024-05-22,abuja,rice,438.08
2024-05-23,abuja,rice,436.3
2024-05-24,abuja,rice,448.9
2024-05-25,abuja,rice,448.16
2024-05-26,abuja,rice,446.08
2024-05-27,abuja,rice,480.48
2024-05-28,abuja,rice,440.65
2024-05-29,abuja,rice,439.49
2024-05-30,abuja,rice,429.07
2024-05-31,abuja,rice,424.04
2024-06-01,abuja,rice,429.24
2024-06-02,abuja,rice,437.14
2024-06-03,abuja,rice,467.4
2024-06-04,abuja,rice,449.32
2024-06-05,abuja,rice,452.12
2024-06-06,abuja,rice,448.41
2024-06-07,abuja,rice,455.7
2024-06-08,abuja,rice,471.42
2024-06-09,abuja,rice,422.19
2024-06-10,abuja,rice,469.78
2024-06-11,abuja,rice,415.6
2024-06-12,abuja,rice,453.38
2024-06-13,abuja,rice,485.59
2024-06-14,abuja,rice,463.96
2024-06-15,abuja,rice,459.96
2024-06-16,abuja,rice,484.33
2024-06-17,abuja,rice,445.19
2024-06-18,abuja,rice,462.35
2024-06-19,abuja,rice,464.95
2024-06-20,abuja,rice,449.32
2024-06-21,abuja,rice,451.09
2024-06-22,abuja,rice,449.97
2024-06-23,abuja,rice,459.69
2024-06-24,abuja,rice,466.89
2024-06-25,abuja,rice,461.15
2024-06-26,abuja,rice,470.21
2024-06-27,abuja,rice,431.42
2024-06-28,abuja,rice,457.53
2024-06-29,abuja,rice,446.18
2024-06-30,abuja,rice,466.04
2024-07-01,abuja,rice,466.27
2024-07-02,abuja,rice,460.81
2024-07-03,abuja,rice,470.41
2024-07-04,abuja,rice,477.98
2024-07-05,abuja,rice,462.9
2024-07-06,abuja,rice,448.79
2024-07-07,abuja,rice,441.45
2024-07-08,abuja,rice,465.55
2024-07-09,abuja,rice,468.97
2024-07-10,abuja,rice,451.62
2024-07-11,abuja,rice,476.85
2024-07-12,abuja,rice,459.88
2024-07-13,abuja,rice,442.72
2024-07-14,abuja,rice,485.78
2024-07-15,abuja,rice,484.5
2024-07-16,abuja,rice,438.58
2024-07-17,abuja,rice,460.23
2024-07-18,abuja,rice,460.01
2024-07-19,abuja,rice,493.2
2024-07-20,abuja,rice,468.07
2024-07-21,abuja,rice,447.94
2024-07-22,abuja,rice,483.12
2024-07-23,abuja,rice,452.49
2024-07-24,abuja,rice,467.03
2024-07-25,abuja,rice,459.88
2024-07-26,abuja,rice,463.26
2024-07-27,abuja,rice,485.51
2024-07-28,abuja,rice,494.37
2024-07-29,abuja,rice,453.7
2024-07-30,abuja,rice,481.83
2024-07-31,abuja,rice,462.21
2024-08-01,abuja,rice,462.94
2024-08-02,abuja,rice,480.68
2024-08-03,abuja,rice,458.69
2024-08-04,abuja,rice,480.9
2024-08-05,abuja,rice,484.96
2024-08-06,abuja,rice,468.17
2024-08-07,abuja,rice,494.19
2024-08-08,abuja,rice,456.33
2024-08-09,abuja,rice,494.92
2024-08-10,abuja,rice,446.94
2024-08-11,abuja,rice,515.19
2024-08-12,abuja,rice,469.9
2024-08-13,abuja,rice,459.02
2024-08-14,abuja,rice,472.84
2024-08-15,abuja,rice,461.1
2024-08-16,abuja,rice,482.29
2024-08-17,abuja,rice,496.83
2024-08-18,abuja,rice,462.41
2024-08-19,abuja,rice,485.61
2024-08-20,abuja,rice,454.83
2024-08-21,abuja,rice,492.57
2024-08-22,abuja,rice,483.68
2024-08-23,abuja,rice,493.48
2024-08-24,abuja,rice,476.05
2024-08-25,abuja,rice,471.6
2024-08-26,abuja,rice,490.05
2024-08-27,abuja,rice,459.04
2024-08-28,abuja,rice,452.77
2024-08-29,abuja,rice,478.33
2024-08-30,abuja,rice,472.79
2024-08-31,abuja,rice,486.7
2024-09-01,abuja,rice,494.66
2024-09-02,abuja,rice,486.54
2024-09-03,abuja,rice,493.63
2024-09-04,abuja,rice,483.56
2024-09-05,abuja,rice,486.16
2024-09-06,abuja,rice,477.25
2024-09-07,abuja,rice,485.81
2024-09-08,abuja,rice,481.48
2024-09-09,abuja,rice,483.83
2024-09-10,abuja,rice,476.64
2024-09-11,abuja,rice,490.95
2024-09-12,abuja,rice,468.7
2024-09-13,abuja,rice,478.84
2024-09-14,abuja,rice,498.32
2024-09-15,abuja,rice,465.19
2024-09-16,abuja,rice,447.4
2024-09-17,abuja,rice,484.42
2024-09-18,abuja,rice,475.25
2024-09-19,abuja,rice,493.79
2024-09-20,abuja,rice,477.02
2024-09-21,abuja,rice,470.03
2024-09-22,abuja,rice,477.72
2024-09-23,abuja,rice,494.78
2024-09-24,abuja,rice,487.13
2024-09-25,abuja,rice,442.97
2024-09-26,abuja,rice,481.27
2024-09-27,abuja,rice,481.91
2024-09-28,abuja,rice,478.1
2024-09-29,abuja,rice,469.32
