date,market,crop,quantity_sold,selling_price
2024-07-15,abuja,rice,2484,581.2238709569715
2024-07-16,abuja,rice,3433,462.3538780093255
2024-07-17,abuja,rice,2400,550.1929032747503
2024-07-18,abuja,rice,3117,506.436495146647
2024-07-19,abuja,rice,2589,572.0831920398274
2024-07-20,abuja,rice,1407,515.9430071295241
2024-07-21,abuja,rice,2730,476.1241048608815
2024-07-22,abuja,rice,3334,543.2745999156671
2024-07-23,abuja,rice,2290,479.87171639354995
2024-07-24,abuja,rice,2604,526.230275445039
2024-07-25,abuja,rice,3039,549.4389705299791
2024-07-26,abuja,rice,3660,538.2306657486957
2024-07-27,abuja,rice,2431,539.2700028099664
2024-07-28,abuja,rice,2559,540.1014264081647
2024-07-29,abuja,rice,4470,527.7489732888728
2024-07-30,abuja,rice,3351,550.596260571808
2024-07-31,abuja,rice,3177,512.271050469344
2024-08-01,abuja,rice,3492,528.9053061622689
2024-08-02,abuja,rice,3886,565.9890019572488
2024-08-03,abuja,rice,3647,519.96327115354
2024-08-04,abuja,rice,2198,552.0005482368434
2024-08-05,abuja,rice,1828,517.7666156842141
2024-08-06,abuja,rice,2103,535.3745094854607
2024-08-07,abuja,rice,3311,590.5871147822736
2024-08-08,abuja,rice,2408,496.6978298343387
2024-08-09,abuja,rice,2236,556.1806598553595
2024-08-10,abuja,rice,2675,504.437000422662
2024-08-11,abuja,rice,3754,610.8716023026341
2024-08-12,abuja,rice,2545,508.3042055479589
2024-08-13,abuja,rice,2962,497.71783151237344
2024-08-14,abuja,rice,3033,536.3009689618175
2024-08-15,abuja,rice,2920,504.5498316813573
2024-08-16,abuja,rice,2966,571.86597648876
2024-08-17,abuja,rice,3317,575.499205356481
2024-08-18,abuja,rice,2608,492.89841257944
2024-08-19,abuja,rice,2382,511.5767939233897
2024-08-20,abuja,rice,2661,489.3771135476314
2024-08-21,abuja,rice,2703,523.9292628678811
2024-08-22,abuja,rice,2734,546.0484899529198
2024-08-23,abuja,rice,3375,532.0119153297347
2024-08-24,abuja,rice,2836,542.901413258612
2024-08-25,abuja,rice,1285,560.8817987353959
2024-08-26,abuja,rice,3565,563.3441890420621
2024-08-27,abuja,rice,3790,522.1112252502729
2024-08-28,abuja,rice,2436,498.98671720998277
2024-08-29,abuja,rice,3391,502.635116697923
2024-08-30,abuja,rice,3663,557.7835485563902
2024-08-31,abuja,rice,3995,540.0010712725549
2024-09-01,abuja,rice,2295,584.7891823201111
2024-09-02,abuja,rice,3579,582.4077017272341
2024-09-03,abuja,rice,4101,539.0913869876308
2024-09-04,abuja,rice,3016,538.4937095580053
2024-09-05,abuja,rice,2552,543.5966475388944
2024-09-06,abuja,rice,3871,529.193720098871
2024-09-07,abuja,rice,3908,572.9796430516873
2024-09-08,abuja,rice,3472,571.5038013343088
2024-09-09,abuja,rice,3183,520.1640902495635
2024-09-10,abuja,rice,2303,560.2733316839981
2024-09-11,abuja,rice,3689,569.4665224547806
2024-09-12,abuja,rice,3195,506.33036496105757
2024-09-13,abuja,rice,3080,565.2494381102762
2024-09-14,abuja,rice,3364,584.5676982388129
2024-09-15,abuja,rice,4170,532.6097927282633
2024-09-16,abuja,rice,2291,524.602473044046
2024-09-17,abuja,rice,3487,555.8939452592097
2024-09-18,abuja,rice,2745,522.659285350998
2024-09-19,abuja,rice,3590,520.2499567333614
2024-09-20,abuja,rice,2568,524.284022396381
2024-09-21,abuja,rice,3683,542.0868574212908
2024-09-22,abuja,rice,3218,540.1627328013664
2024-09-23,abuja,rice,2868,591.4706920275787
2024-09-24,abuja,rice,2865,539.3603472581182
2024-09-25,abuja,rice,2650,513.6516699561142
2024-09-26,abuja,rice,2672,571.0732405695704
2024-09-27,abuja,rice,2246,514.285982453787
2024-09-28,abuja,rice,3513,511.3641715679466
2024-09-29,abuja,rice,3622,541.254367409373
2024-09-30,abuja,rice,1977,543.5760367109623
2024-10-01,abuja,rice,3335,583.1036109605448
2024-10-02,abuja,rice,3044,513.4656570643754
2024-10-03,abuja,rice,2057,498.50846666464423
2024-10-04,abuja,rice,2937,522.0817703975116
2024-10-05,abuja,rice,3113,565.115387750462
2024-10-06,abuja,rice,3123,567.4724817408558
2024-10-07,abuja,rice,2591,508.0597606588557
2024-10-08,abuja,rice,2240,571.7474647642582
2024-10-09,abuja,rice,2608,509.45564507513876
2024-10-10,abuja,rice,3660,527.6411443173464
2024-10-11,abuja,rice,1997,504.69707133921236
2024-10-12,abuja,rice,2909,541.5035985763503
2024-10-13,abuja,rice,3249,507.18267546432537
2024-10-14,abuja,rice,2752,511.8819864131671
2024-10-15,abuja,rice,3433,521.0851665357853
2024-10-16,abuja,rice,3044,508.7002792053566
2024-10-17,abuja,rice,2733,555.3218352910517
2024-10-18,abuja,rice,2520,522.4021600455534
2024-10-19,abuja,rice,3353,501.7572766959843
2024-10-20,abuja,rice,4039,541.6516173238235
2024-10-21,abuja,rice,2706,489.9430199027573
2024-10-22,abuja,rice,2815,515.5195121357798
2024-10-23,abuja,rice,3459,552.9181035695085
2024-10-24,abuja,rice,2179,553.7494605632938
2024-10-25,abuja,rice,4612,522.9009140520639
2024-10-26,abuja,rice,3560,465.861201877716
2024-10-27,abuja,rice,3114,525.7843569421866
2024-10-28,abuja,rice,3371,509.0162330082953
2024-10-29,abuja,rice,3042,562.5984054164043
2024-10-30,abuja,rice,2607,508.4610337964669
2024-10-31,abuja,rice,1931,556.0581114992408
2024-11-01,abuja,rice,3224,561.1281022057158
2024-11-02,abuja,rice,2809,533.2990116793889
2024-11-03,abuja,rice,2627,552.898507734193
2024-11-04,abuja,rice,2760,524.7181603419846
2024-11-05,abuja,rice,3822,509.4773735331763
2024-11-06,abuja,rice,2275,573.4221958685524
2024-11-07,abuja,rice,2763,569.6697551530784
2024-11-08,abuja,rice,2816,531.7454315486871
2024-11-09,abuja,rice,2843,521.7619071634288
2024-11-10,abuja,rice,3100,545.9250351891704
2024-11-11,abuja,rice,2675,499.72550543889264
2024-11-12,abuja,rice,2634,558.6630068205488
2024-11-13,abuja,rice,4061,466.3513651690809
2024-11-14,abuja,rice,2530,539.0436628887496
2024-11-15,abuja,rice,2528,498.8886984618662
2024-11-16,abuja,rice,2359,509.40156789987407
2024-11-17,abuja,rice,2788,558.5057042208164
2024-11-18,abuja,rice,3614,550.2296167482882
2024-11-19,abuja,rice,2899,562.3832080606463
2024-11-20,abuja,rice,2774,484.56121550030775
2024-11-21,abuja,rice,3171,526.3847430603664
2024-11-22,abuja,rice,3112,565.3139327700653
2024-11-23,abuja,rice,3271,509.29862951239966
2024-11-24,abuja,rice,3562,502.1301372999415
2024-11-25,abuja,rice,3073,546.422845559226
2024-11-26,abuja,rice,3052,526.4546895701897
2024-11-27,abuja,rice,3636,474.1726441347222
2024-11-28,abuja,rice,2827,526.3111495571118
2024-11-29,abuja,rice,2959,528.616960732111
2024-11-30,abuja,rice,3459,537.5592081520407
2024-12-01,abuja,rice,2716,526.2347160799112
2024-12-02,abuja,rice,2880,538.2688045092785
2024-12-03,abuja,rice,3430,524.4864754263536
2024-12-04,abuja,rice,3272,483.568700615583
2024-12-05,abuja,rice,2197,502.6087998605143
2024-12-06,abuja,rice,3587,521.9124774143916
2024-12-07,abuja,rice,4411,535.6264068708628
2024-12-08,abuja,rice,1471,493.91266733058495
2024-12-09,abuja,rice,2708,559.527873755165
2024-12-10,abuja,rice,3099,556.4060177905058
2024-12-11,abuja,rice,3287,509.19454009077015
2024-12-12,abuja,rice,1627,504.95435530352205
2024-12-13,abuja,rice,2346,507.1894161526132
2024-12-14,abuja,rice,2963,523.4739601094852
2024-12-15,abuja,rice,2988,479.86597413662156
2024-12-16,abuja,rice,3321,555.1668776139186
2024-12-17,abuja,rice,2454,506.5012380523347
2024-12-18,abuja,rice,3343,546.3626856001766
2024-12-19,abuja,rice,2774,509.59094883657923
2024-12-20,abuja,rice,2725,554.151605285211
2024-12-21,abuja,rice,3200,502.7932415682289
2024-12-22,abuja,rice,2552,521.9106785796448
2024-12-23,abuja,rice,2649,548.4284675559092
2024-12-24,abuja,rice,3028,533.5748501539902
2024-12-25,abuja,rice,2554,443.7566553604958
2024-12-26,abuja,rice,2761,529.5599121368825
2024-12-27,abuja,rice,2781,491.48772562615653
2024-12-28,abuja,rice,2466,494.0460574856291
2024-12-29,abuja,rice,3379,504.50763819476344
2024-12-30,abuja,rice,2078,523.0200270877951
2024-12-31,abuja,rice,2943,501.7116498777123
2023-01-01,minna,rice,3422,440.77074719418056
2023-01-02,minna,rice,2705,385.3001851988587
2023-01-03,minna,rice,3111,429.2959096727681
2023-01-04,minna,rice,3252,465.65776939188237
2023-01-05,minna,rice,2158,401.872712480073
2023-01-06,minna,rice,3317,405.5186924975057
2023-01-07,minna,rice,3226,494.1060139876989
2023-01-08,minna,rice,3648,433.64528670273836
2023-01-09,minna,rice,4092,417.19557496354173
2023-01-10,minna,rice,2955,444.25984336509697
2023-01-11,minna,rice,3527,494.36387123552817
2023-01-12,minna,rice,1613,471.11760780107363
2023-01-13,minna,rice,2584,482.9478432906358
2023-01-14,minna,rice,3662,478.6120754195048
2023-01-15,minna,rice,1952,426.52436993326194
2023-01-16,minna,rice,3012,427.45624466025237
2023-01-17,minna,rice,2655,444.6641229765606
2023-01-18,minna,rice,2819,467.27856751676774
2023-01-19,minna,rice,3094,439.29839137767374
2023-01-20,minna,rice,2075,456.8075775937124
2023-01-21,minna,rice,2326,424.6567792718999
2023-01-22,minna,rice,3307,426.05186529985235
2023-01-23,minna,rice,3103,426.8624315542482
2023-01-24,minna,rice,3663,436.21806018548847
2023-01-25,minna,rice,4212,511.63043412620215
2023-01-26,minna,rice,2307,439.1566566684162
2023-01-27,minna,rice,3118,432.690157672164
2023-01-28,minna,rice,3336,436.49084353238976
2023-01-29,minna,rice,2965,435.6923482149239
2023-01-30,minna,rice,2098,422.9592925928316
2023-01-31,minna,rice,2811,445.0576061546301
2023-02-01,minna,rice,2975,454.8032522873657
2023-02-02,minna,rice,4398,451.3158731657411
2023-02-03,minna,rice,2844,469.3042820632795
2023-02-04,minna,rice,2681,456.67601907583213
2023-02-05,minna,rice,3027,490.0650401915222
2023-02-06,minna,rice,3081,444.93103269935835
2023-02-07,minna,rice,3115,431.27321326737433
2023-02-08,minna,rice,2584,492.2550848162279
2023-02-09,minna,rice,3135,433.8366577634936
2023-02-10,minna,rice,2975,487.2606109249698
2023-02-11,minna,rice,2834,478.60565328377123
2023-02-12,minna,rice,3589,441.93274263716995
2023-02-13,minna,rice,2725,402.5813040884814
2023-02-14,minna,rice,3123,447.39360884197293
2023-02-15,minna,rice,2438,497.7217645284769
2023-02-16,minna,rice,2592,490.1960228040112
2023-02-17,minna,rice,2554,505.00952305101566
2023-02-18,minna,rice,2347,486.06823243778746
2023-02-19,minna,rice,2350,451.1105767073411
2023-02-20,minna,rice,3100,457.7397879467474
2023-02-21,minna,rice,3020,455.14227211096403
2023-02-22,minna,rice,2112,481.3628332868716
2023-02-23,minna,rice,1804,429.6738712364846
2023-02-24,minna,rice,3012,400.3045404529579
2023-02-25,minna,rice,2610,455.497925187963
2023-02-26,minna,rice,2992,429.07164457595763
2023-02-27,minna,rice,1465,492.03231788662373
2023-02-28,minna,rice,2556,450.23666270670503
2023-03-01,minna,rice,3757,463.419600460511
2023-03-02,minna,rice,2941,436.3671746451826
2023-03-03,minna,rice,3132,434.9124769392096
2023-03-04,minna,rice,3209,434.04279757196406
2023-03-05,minna,rice,2855,489.97193407782515
2023-03-06,minna,rice,2665,469.67199169073365
2023-03-07,minna,rice,1864,494.8734316239014
2023-03-08,minna,rice,2085,449.37513058929864
2023-03-09,minna,rice,1552,497.0133645210325
2023-03-10,minna,rice,3267,450.3427615667682
2023-03-11,minna,rice,2824,504.1871335305246
2023-03-12,minna,rice,2424,489.1313260901845
2023-03-13,minna,rice,2750,463.30364517136815
2023-03-14,minna,rice,3648,483.2971295850112
2023-03-15,minna,rice,2606,427.9694630546586
2023-03-16,minna,rice,2572,447.2061966188318
2023-03-17,minna,rice,2176,475.44706215779286
2023-03-18,minna,rice,2006,445.9766919192842
2023-03-19,minna,rice,2215,493.02953465881603
2023-03-20,minna,rice,3181,465.61443689373846
2023-03-21,minna,rice,3243,474.0265791997777
2023-03-22,minna,rice,3996,474.22528914413465
2023-03-23,minna,rice,2528,471.2505623805641
2023-03-24,minna,rice,1887,478.6903375232643
2023-03-25,minna,rice,1985,459.03967018892797
2023-03-26,minna,rice,2751,479.1561626610534
2023-03-27,minna,rice,3672,450.56158920762624
2023-03-28,minna,rice,2842,511.12650664573295
2023-03-29,minna,rice,3012,482.66212575234556
2023-03-30,minna,rice,2708,507.3228519108371
2023-03-31,minna,rice,2329,542.2585228725511
2023-04-01,minna,rice,3297,500.82278169808717
2023-04-02,minna,rice,3489,472.36913428775586
2023-04-03,minna,rice,2625,492.96745004495267
2023-04-04,minna,rice,3131,424.94632082686405
2023-04-05,minna,rice,2638,557.5925204236024
2023-04-06,minna,rice,3100,492.2440924590481
2023-04-07,minna,rice,1688,470.72436314991296
2023-04-08,minna,rice,2898,428.9165316153856
2023-04-09,minna,rice,2635,463.7621166047633
2023-04-10,minna,rice,3310,466.49316675534374
2023-04-11,minna,rice,3433,444.13379364063223
2023-04-12,minna,rice,2340,453.33161588572216
2023-04-13,minna,rice,3332,460.6394902065109
2023-04-14,minna,rice,2797,510.41326139526524
2023-04-15,minna,rice,2484,459.6651732737568
2023-04-16,minna,rice,3086,473.3735665468881
2023-04-17,minna,rice,3796,446.5957503743743
2023-04-18,minna,rice,2854,492.5474533051586
2023-04-19,minna,rice,2849,486.66957218711497
2023-04-20,minna,rice,2892,493.5533099878435
2023-04-21,minna,rice,3444,480.2538767559427
2023-04-22,minna,rice,2465,535.4984001908222
2023-04-23,minna,rice,2283,484.85089793182397
2023-04-24,minna,rice,2761,489.2105526666302
2023-04-25,minna,rice,3451,488.28452024427685
2023-04-26,minna,rice,3319,516.4921930731866
2023-04-27,minna,rice,3599,477.4738365364634
2023-04-28,minna,rice,3641,472.3050674827591
2023-04-29,minna,rice,2840,459.15153817982684
2023-04-30,minna,rice,2863,489.3147568509762
2023-05-01,minna,rice,2292,457.1349207168562
2023-05-02,minna,rice,2830,462.87223732734753
2023-05-03,minna,rice,2981,496.09303891763125
2023-05-04,minna,rice,2236,447.21505405042143
2023-05-05,minna,rice,4245,473.3501504128687
2023-05-06,minna,rice,3093,471.95292025563117
2023-05-07,minna,rice,2837,474.4814758112167
2023-05-08,minna,rice,3504,492.2516446057126
2023-05-09,minna,rice,3592,485.6804628748519
2023-05-10,minna,rice,1736,440.361094785495
2023-05-11,minna,rice,3288,517.2991883922722
2023-05-12,minna,rice,2212,467.6936422443972
2023-05-13,minna,rice,3695,458.7058971625556
2023-05-14,minna,rice,2241,493.27448102505775
2023-05-15,minna,rice,2530,458.72753752157263
2023-05-16,minna,rice,2966,498.30141858655173
2023-05-17,minna,rice,2325,494.9288360025706
2023-05-18,minna,rice,2846,501.6387765261791
2023-05-19,minna,rice,3675,500.66416768853315
2023-05-20,minna,rice,1834,490.81539271005187
2023-05-21,minna,rice,2739,528.4414364994515
2023-05-22,minna,rice,2999,479.754421875276
2023-05-23,minna,rice,3363,502.8736552376263
2023-05-24,minna,rice,3221,499.44194041972503
2023-05-25,minna,rice,3434,503.15281863791745
2023-05-26,minna,rice,3377,521.5011455421103
2023-05-27,minna,rice,2949,461.7365597168039
2023-05-28,minna,rice,2253,499.92899206615226
2023-05-29,minna,rice,2073,532.6572547111903
2023-05-30,minna,rice,2984,488.41436988139316
2023-05-31,minna,rice,3213,538.0007192533736
2023-06-01,minna,rice,3336,503.65098553830865
2023-06-02,minna,rice,2222,526.8800206227646
2023-06-03,minna,rice,3561,460.41571278978824
2023-06-04,minna,rice,3350,461.46073400015547
2023-06-05,minna,rice,2685,461.4892393424796
2023-06-06,minna,rice,3689,489.2924274673869
2023-06-07,minna,rice,3257,486.34483628355133
2023-06-08,minna,rice,4051,485.1447892388711
2023-06-09,minna,rice,3447,487.376923221615
2023-06-10,minna,rice,2747,461.11405196796295
2023-06-11,minna,rice,2525,482.81902089263497
2023-06-12,minna,rice,3720,452.3171878066
2023-06-13,minna,rice,2979,471.96700559041426
2023-06-14,minna,rice,3288,488.9050170860465
2023-06-15,minna,rice,3043,439.2970654321397
2023-06-16,minna,rice,3600,483.1386479819989
2023-06-17,minna,rice,3414,488.15808334982836
2023-06-18,minna,rice,2219,474.3898583944292
2023-06-19,minna,rice,3614,499.7099420911997
2023-06-20,minna,rice,4081,510.7786432995037
2023-06-21,minna,rice,3790,442.7975588464751
2023-06-22,minna,rice,3018,444.24057444745193
2023-06-23,minna,rice,2823,487.7870429808596
2023-06-24,minna,rice,3869,517.5776601456743
2023-06-25,minna,rice,3747,503.7463219126307
2023-06-26,minna,rice,3271,449.191801832902
2023-06-27,minna,rice,3241,484.32427402632845
2023-06-28,minna,rice,3082,520.6001105279934
2023-06-29,minna,rice,2170,496.44677597366757
2023-06-30,minna,rice,3187,446.02998991115834
2023-07-01,minna,rice,3398,498.1341924340523
2023-07-02,minna,rice,835,443.36474462684856
2023-07-03,minna,rice,3173,532.9711356481024
2023-07-04,minna,rice,1578,435.7605527939647
2023-07-05,minna,rice,3439,487.7178505380605
2023-07-06,minna,rice,3485,447.5229266806403
2023-07-07,minna,rice,2579,470.08392322829576
2023-07-08,minna,rice,2544,490.3379679280354
2023-07-09,minna,rice,2378,458.95835340278126
2023-07-10,minna,rice,3193,460.4423377109232
2023-07-11,minna,rice,2889,493.49733233336485
2023-07-12,minna,rice,2899,435.24678733193406
2023-07-13,minna,rice,2909,471.44684177242397
2023-07-14,minna,rice,2965,496.17936648095576
2023-07-15,minna,rice,3078,425.8258254480105
2023-07-16,minna,rice,2693,502.7687689303492
2023-07-17,minna,rice,2461,502.4410727515233
2023-07-18,minna,rice,3259,461.81881531041876
2023-07-19,minna,rice,3556,484.8849614800972
2023-07-20,minna,rice,3242,492.2600146781813
2023-07-21,minna,rice,4195,506.3193958548003
2023-07-22,minna,rice,2261,516.9638985875034
2023-07-23,minna,rice,3069,503.8015870027649
2023-07-24,minna,rice,3436,494.4659444595146
2023-07-25,minna,rice,2746,443.1491059118989
2023-07-26,minna,rice,3707,480.79884488163844
2023-07-27,minna,rice,3217,468.0234259923651
2023-07-28,minna,rice,3364,467.3086522924215
2023-07-29,minna,rice,3335,451.40465896734196
2023-07-30,minna,rice,3154,436.4066731409955
2023-07-31,minna,rice,1684,484.5326261429219
2023-08-01,minna,rice,2716,417.28636311924396
2023-08-02,minna,rice,3942,439.53681741710665
2023-08-03,minna,rice,2896,479.0664584805879
2023-08-04,minna,rice,3506,466.7309990946027
2023-08-05,minna,rice,3136,483.03794015122224
2023-08-06,minna,rice,2754,471.37720658668906
2023-08-07,minna,rice,2750,468.80289057467866
2023-08-08,minna,rice,2836,452.33347157937726
2023-08-09,minna,rice,3572,489.8526675465206
2023-08-10,minna,rice,2794,461.48146994264124
2023-08-11,minna,rice,2494,512.2109242769696
2023-08-12,minna,rice,2071,422.5491490199645
2023-08-13,minna,rice,3666,470.1727176273242
2023-08-14,minna,rice,4069,462.7354877473511
2023-08-15,minna,rice,3052,468.17767575924876
2023-08-16,minna,rice,3348,469.712138619507
2023-08-17,minna,rice,2681,473.5934226861462
2023-08-18,minna,rice,3072,470.2198177766012
2023-08-19,minna,rice,2416,469.5815326337397
2023-08-20,minna,rice,3047,479.00367130596015
2023-08-21,minna,rice,4563,454.99505179251406
2023-08-22,minna,rice,2026,467.138747156789
2023-08-23,minna,rice,2751,438.20835643827144
2023-08-24,minna,rice,3341,473.7867557149395
2023-08-25,minna,rice,3818,440.2274224590207
2023-08-26,minna,rice,3825,468.2237870867714
2023-08-27,minna,rice,3154,500.654363288224
2023-08-28,minna,rice,2995,466.83956869037365
2023-08-29,minna,rice,2613,509.974994698851
2023-08-30,minna,rice,3213,455.0568186513253
2023-08-31,minna,rice,3684,448.6355654212365
2023-09-01,minna,rice,3544,479.5918594248866
2023-09-02,minna,rice,2115,429.90253988254125
2023-09-03,minna,rice,2414,449.71106642245996
2023-09-04,minna,rice,2942,441.41201540441773
2023-09-05,minna,rice,2388,460.2514860540692
2023-09-06,minna,rice,3241,395.99770184180045
2023-09-07,minna,rice,1987,449.5731987783716
2023-09-08,minna,rice,2321,456.03980927386834
2023-09-09,minna,rice,3546,432.38972086304506
2023-09-10,minna,rice,3454,450.4930237614875
2023-09-11,minna,rice,2081,416.3320319205806
2023-09-12,minna,rice,3571,444.40584632006374
2023-09-13,minna,rice,2596,419.13174655251396
2023-09-14,minna,rice,3947,448.29232327507077
2023-09-15,minna,rice,3518,464.63315904126944
2023-09-16,minna,rice,2834,442.5334024617813
2023-09-17,minna,rice,3242,436.3360686002749
2023-09-18,minna,rice,2929,486.01589473465935
2023-09-19,minna,rice,3548,430.6396364017858
2023-09-20,minna,rice,2149,442.55673970657335
2023-09-21,minna,rice,3183,484.66421959954096
2023-09-22,minna,rice,2323,460.296120773663
2023-09-23,minna,rice,3635,506.3846666825642
2023-09-24,minna,rice,3363,466.25709562374834
2023-09-25,minna,rice,1886,438.9072009910444
2023-09-26,minna,rice,2697,435.68489781806494
2023-09-27,minna,rice,3246,439.1798171816872
2023-09-28,minna,rice,1849,448.52706046120824
2023-09-29,minna,rice,2555,426.4575649026678
2023-09-30,minna,rice,3344,443.25264961208546
2023-10-01,minna,rice,2117,409.96537525268957
2023-10-02,minna,rice,2336,392.3453231545664
2023-10-03,minna,rice,2703,450.75910788685445
2023-10-04,minna,rice,2623,424.6935387404453
2023-10-05,minna,rice,3076,452.4057139331411
2023-10-06,minna,rice,3875,427.279349094902
2023-10-07,minna,rice,3157,433.20740352791097
2023-10-08,minna,rice,2966,394.25533660147295
2023-10-09,minna,rice,3380,434.8765768963889
2023-10-10,minna,rice,2785,478.1454898313992
2023-10-11,minna,rice,3481,370.4143494770509
2023-10-12,minna,rice,2903,448.02326818007793
2023-10-13,minna,rice,3578,419.084155581375
2023-10-14,minna,rice,2408,398.5970659193604
2023-10-15,minna,rice,2498,406.3973612533168
2023-10-16,minna,rice,3339,420.6972250043852
2023-10-17,minna,rice,2687,425.80516593591153
2023-10-18,minna,rice,3084,483.1984984992566
2023-10-19,minna,rice,3124,444.66686360080723
2023-10-20,minna,rice,2427,435.10861368882126
2023-10-21,minna,rice,2818,415.03760644435795
2023-10-22,minna,rice,2384,462.2072348307375
2023-10-23,minna,rice,2750,424.57889120848296
2023-10-24,minna,rice,3057,416.5768275329607
2023-10-25,minna,rice,3409,402.49864788781747
2023-10-26,minna,rice,3999,443.2763545050038
2023-10-27,minna,rice,3543,397.10405864238845
2023-10-28,minna,rice,3147,451.55804966046287
2023-10-29,minna,rice,3941,428.5106612540319
2023-10-30,minna,rice,2600,426.6936957863589
2023-10-31,minna,rice,3547,414.74058857370244
2023-11-01,minna,rice,2160,461.72035257384533
2023-11-02,minna,rice,2946,390.5043108049049
2023-11-03,minna,rice,2928,371.45080983420445
2023-11-04,minna,rice,2630,427.36249215425005
2023-11-05,minna,rice,2820,405.96417596946225
2023-11-06,minna,rice,3084,465.9855408133829
2023-11-07,minna,rice,2435,394.0319200236149
2023-11-08,minna,rice,3173,392.6519376704572
2023-11-09,minna,rice,1882,422.47871012836015
2023-11-10,minna,rice,2218,378.3574007295935
2023-11-11,minna,rice,2672,450.39289074126674
2023-11-12,minna,rice,2389,433.66770853034416
2023-11-13,minna,rice,2659,414.67477804095586
2023-11-14,minna,rice,2328,427.8251011087924
2023-11-15,minna,rice,3259,439.3557964547648
2023-11-16,minna,rice,4293,427.2932737318334
2023-11-17,minna,rice,2902,448.84980977095125
2023-11-18,minna,rice,3097,411.0089811349564
2023-11-19,minna,rice,2962,412.06744065903837
2023-11-20,minna,rice,2325,425.806745503361
2023-11-21,minna,rice,3525,414.4779952984942
2023-11-22,minna,rice,4027,444.7835009444566
2023-11-23,minna,rice,3128,387.5975001856982
2023-11-24,minna,rice,3151,424.9529875338477
2023-11-25,minna,rice,3577,448.31146485965553
2023-11-26,minna,rice,4418,481.7581641805966
2023-11-27,minna,rice,3866,394.549671841883
2023-11-28,minna,rice,2626,413.09734142122005
2023-11-29,minna,rice,3503,402.26279568069873
2023-11-30,minna,rice,3986,400.561478973651
2023-12-01,minna,rice,2401,414.52882150568
2023-12-02,minna,rice,2762,417.53968656246656
2023-12-03,minna,rice,3685,382.0333885146015
2023-12-04,minna,rice,2105,433.87898014839203
2023-12-05,minna,rice,2634,444.74423100751136
2023-12-06,minna,rice,2976,432.4598282785015
2023-12-07,minna,rice,2817,380.67361676995205
2023-12-08,minna,rice,2701,423.3425108228534
2023-12-09,minna,rice,2582,432.9978832184322
2023-12-10,minna,rice,3609,418.88930350869475
2023-12-11,minna,rice,4211,409.68411721856637
2023-12-12,minna,rice,3095,413.71011897249315
2023-12-13,minna,rice,3766,390.1527200723097
2023-12-14,minna,rice,2225,444.6609142416887
2023-12-15,minna,rice,3615,428.89012723795753
2023-12-16,minna,rice,2741,411.3287006488849
2023-12-17,minna,rice,2596,435.3265722814266
2023-12-18,minna,rice,3378,395.95927746464014
2023-12-19,minna,rice,3306,434.80989269241206
2023-12-20,minna,rice,3214,445.8169664688163
2023-12-21,minna,rice,2544,448.2737570450255
2023-12-22,minna,rice,3744,412.4058108894434
2023-12-23,minna,rice,2695,436.81685026163217
2023-12-24,minna,rice,3163,370.41473345797766
2023-12-25,minna,rice,2678,404.4065608983676
2023-12-26,minna,rice,3169,422.6434965989843
2023-12-27,minna,rice,2450,418.22809766610123
2023-12-28,minna,rice,3079,386.13099471485947
2023-12-29,minna,rice,2730,393.49483742766495
2023-12-30,minna,rice,1723,436.20662811735656
2023-12-31,minna,rice,3100,437.5586222699708
2024-01-01,minna,rice,2769,424.0656934719854
2024-01-02,minna,rice,3028,429.0618883771561
2024-01-03,minna,rice,3588,456.89639900229724
2024-01-04,minna,rice,3417,440.14097071315894
2024-01-05,minna,rice,4268,370.29002686131827
2024-01-06,minna,rice,4023,424.48325045405727
2024-01-07,minna,rice,3047,376.508522952594
2024-01-08,minna,rice,2832,425.75162175026287
2024-01-09,minna,rice,2868,436.72227311714124
2024-01-10,minna,rice,2693,443.24415042697
2024-01-11,minna,rice,3627,406.02480308140355
2024-01-12,minna,rice,1403,445.07493093306056
2024-01-13,minna,rice,3264,430.27998561067966
2024-01-14,minna,rice,2911,450.6718911260668
2024-01-15,minna,rice,2944,399.91401657081894
2024-01-16,minna,rice,2811,439.9748065460217
2024-01-17,minna,rice,3522,397.32362183579284
2024-01-18,minna,rice,2910,419.0499063197959
2024-01-19,minna,rice,3216,445.5262790986948
2024-01-20,minna,rice,2937,384.39984990480417
2024-01-21,minna,rice,3050,435.2667604426504
2024-01-22,minna,rice,2492,461.1574974616306
2024-01-23,minna,rice,2591,459.4880381709619
2024-01-24,minna,rice,4915,441.677791427195
2024-01-25,minna,rice,2433,442.41916638621484
2024-01-26,minna,rice,3369,417.58143580287424
2024-01-27,minna,rice,4025,447.6814807270666
2024-01-28,minna,rice,2835,399.88839213382147
2024-01-29,minna,rice,1989,418.7823416220356
2024-01-30,minna,rice,3081,399.87967134380153
2024-01-31,minna,rice,4309,423.91248996533636
2024-02-01,minna,rice,3157,421.9574309445053
2024-02-02,minna,rice,2525,468.09513691602626
2024-02-03,minna,rice,2545,443.23589038273894
2024-02-04,minna,rice,3270,448.9936135579623
2024-02-05,minna,rice,3406,425.12543129050493
2024-02-06,minna,rice,3543,387.61287709283647
2024-02-07,minna,rice,2379,452.1170830227075
2024-02-08,minna,rice,3013,413.89277614355535
2024-02-09,minna,rice,2155,380.69745820389284
2024-02-10,minna,rice,2193,401.3433532228219
2024-02-11,minna,rice,3009,414.8389073997377
